meetpunt;datum;naam;waarde
KRW_NGM_04;2022-06-09;Sigara falleni;8
KRW_NGM_04;2022-06-09;Sigara striata;28
KRW_NGM_04;2022-06-09;Stylaria lacustris;29
KRW_NGM_04;2022-06-09;Tanypus kraatzi;1
KRW_NGM_05;2022-06-09;Acroloxus lacustris;21
KRW_NGM_05;2022-06-09;Argulus foliaceus;3
KRW_NGM_05;2022-06-09;Argyroneta aquatica;1
KRW_NGM_05;2022-06-09;Arrenurus latus;3
KRW_NGM_05;2022-06-09;Asellus aquaticus;10
KRW_NGM_05;2022-06-09;Caenis robusta;2
KRW_NGM_05;2022-06-09;Chelicorophium curvispinum;1
KRW_NGM_05;2022-06-09;Cloeon dipterum;1
KRW_NGM_05;2022-06-09;Cymatia coleoptrata;13
KRW_NGM_05;2022-06-09;Dixella aestivalis;2
KRW_NGM_05;2022-06-09;Endochironomus tendens;3
KRW_NGM_05;2022-06-09;Ferrissia californica;7
KRW_NGM_05;2022-06-09;Helophorus brevipalpis;1
KRW_NGM_05;2022-06-09;Ilyocoris cimicoides;1
KRW_NGM_05;2022-06-09;Ischnura elegans;1
KRW_NGM_05;2022-06-09;Limnodrilus hoffmeisteri;5
KRW_NGM_05;2022-06-09;Limnoxenus niger;2
KRW_NGM_05;2022-06-09;Physella acuta;38
KRW_NGM_05;2022-06-09;Piona nodata;41
KRW_NGM_05;2022-06-09;Piona variabilis;1
KRW_NGM_05;2022-06-09;Pisidium pseudosphaerium;1
KRW_NGM_05;2022-06-09;Plea minutissima;1
KRW_NGM_05;2022-06-09;Psectrotanypus varius;1
KRW_NGM_05;2022-06-09;Sialis lutaria;4
KRW_NGM_05;2022-06-09;Sigara falleni;7
KRW_NGM_05;2022-06-09;Sigara striata;8
KRW_NGM_05;2022-06-09;Stylaria lacustris;3
KRW_NGM_05;2022-06-09;Synendotendipes dispar;1
KRW_NGM_05;2022-06-09;Tanypus kraatzi;9
KRW_NGM_06;2022-06-09;Acricotopus lucens;12
KRW_NGM_06;2022-06-09;Agraylea sexmaculata;1
KRW_NGM_06;2022-06-09;Anatopynia plumipes;1
KRW_NGM_06;2022-06-09;Anisus vorticulus;2
KRW_NGM_06;2022-06-09;Arrenurus globator;11
KRW_NGM_06;2022-06-09;Arrenurus latus;1
KRW_NGM_06;2022-06-09;Arrenurus sinuator;1
KRW_NGM_06;2022-06-09;Asellus aquaticus;21
KRW_NGM_06;2022-06-09;Caenis robusta;1
KRW_NGM_06;2022-06-09;Cymatia coleoptrata;5
KRW_NGM_06;2022-06-09;Endochironomus tendens;1
KRW_NGM_06;2022-06-09;Helophorus aequalis;1
KRW_NGM_06;2022-06-09;Helophorus brevipalpis;6
KRW_NGM_06;2022-06-09;Holocentropus picicornis;1
KRW_NGM_06;2022-06-09;Hydrovatus cuspidatus;4
KRW_NGM_06;2022-06-09;Ilyocoris cimicoides;1
KRW_NGM_06;2022-06-09;Ischnura elegans;1
KRW_NGM_06;2022-06-09;Limnodrilus hoffmeisteri;1
KRW_NGM_06;2022-06-09;Lumbriculus variegatus;1
KRW_NGM_06;2022-06-09;Neumania deltoides;1
KRW_NGM_06;2022-06-09;Noterus crassicornis;2
KRW_NGM_06;2022-06-09;Physella acuta;69
KRW_NGM_06;2022-06-09;Piona nodata;1
KRW_NGM_06;2022-06-09;Piona variabilis;2
KRW_NGM_06;2022-06-09;Pisidium nitidum;1
KRW_NGM_06;2022-06-09;Plea minutissima;2
KRW_NGM_06;2022-06-09;Psectrocladius obvius;2
KRW_NGM_06;2022-06-09;Sigara falleni;10
KRW_NGM_06;2022-06-09;Sigara striata;32
KRW_NGM_06;2022-06-09;Stylaria lacustris;30
KRW_NGM_06;2022-06-09;Tanypus kraatzi;24
KRW_PPA_01;2022-05-02;Acroloxus lacustris;1
KRW_PPA_01;2022-05-02;Alboglossiphonia heteroclita;18
KRW_PPA_01;2022-05-02;Anisus vortex;1
KRW_PPA_01;2022-05-02;Asellus aquaticus;113
KRW_PPA_01;2022-05-02;Bathyomphalus contortus;9
KRW_PPA_01;2022-05-02;Bithynia leachi;19
KRW_PPA_01;2022-05-02;Bithynia tentaculata;11
KRW_PPA_01;2022-05-02;Cloeon dipterum;4
KRW_PPA_01;2022-05-02;Cymatia coleoptrata;4
KRW_PPA_01;2022-05-02;Glyptotendipes paripes;3
KRW_PPA_01;2022-05-02;Helobdella stagnalis;13
KRW_PPA_01;2022-05-02;Helophorus minutus;1
KRW_PPA_01;2022-05-02;Hippeutis complanatus;1
KRW_PPA_01;2022-05-02;Hydroporus palustris;3
KRW_PPA_01;2022-05-02;Hygrotus decoratus;5
KRW_PPA_01;2022-05-02;Limnodrilus hoffmeisteri;21
KRW_PPA_01;2022-05-02;Limnoxenus niger;2
KRW_PPA_01;2022-05-02;Musculium lacustre;18
KRW_PPA_01;2022-05-02;Noterus clavicornis;2
KRW_PPA_01;2022-05-02;Noterus crassicornis;6
KRW_PPA_01;2022-05-02;Paratanytarsus tenellulus;3
KRW_PPA_01;2022-05-02;Phaenopsectra flavipes;3
KRW_PPA_01;2022-05-02;Physella acuta;2
KRW_PPA_01;2022-05-02;Piona alpicola;10
KRW_PPA_01;2022-05-02;Piona conglobata;1
KRW_PPA_01;2022-05-02;Piona imminuta;2
KRW_PPA_01;2022-05-02;Piona neumani;5
KRW_PPA_01;2022-05-02;Piona nodata;11
KRW_PPA_01;2022-05-02;Piona variabilis;6
KRW_PPA_01;2022-05-02;Pisidium milium;48
KRW_PPA_01;2022-05-02;Pisidium nitidum;5
KRW_PPA_01;2022-05-02;Pisidium subtruncatum;6
KRW_PPA_01;2022-05-02;Potamothrix hammoniensis;2
KRW_PPA_01;2022-05-02;Proasellus coxalis;28
KRW_PPA_01;2022-05-02;Ptychoptera contaminata;8
KRW_PPA_01;2022-05-02;Quistadrilus multisetosus;8
KRW_PPA_01;2022-05-02;Sigara falleni;4
KRW_PPA_01;2022-05-02;Sigara lateralis;1
KRW_PPA_01;2022-05-02;Sigara striata;23
KRW_PPA_01;2022-05-02;Stylaria lacustris;198
KRW_PPA_01;2022-05-02;Tanypus kraatzi;85
KRW_PPA_01;2022-05-02;Tiphys ornatus;8
KRW_PPA_01;2022-05-02;Tubifex tubifex;4
KRW_PPA_01;2022-05-02;Valvata cristata;26
KRW_PPA_01;2022-05-02;Valvata piscinalis;20
KRW_PPA_03;2022-05-02;Acroloxus lacustris;23
KRW_PPA_03;2022-05-02;Alboglossiphonia heteroclita;45
KRW_PPA_03;2022-05-02;Alboglossiphonia hyalina;13
KRW_PPA_03;2022-05-02;Anacaena limbata;2
KRW_PPA_03;2022-05-02;Anisus vortex;2
KRW_PPA_03;2022-05-02;Arrenurus globator;3
KRW_PPA_03;2022-05-02;Arrenurus latus;8
KRW_PPA_03;2022-05-02;Asellus aquaticus;176
KRW_PPA_03;2022-05-02;Bathyomphalus contortus;10
KRW_PPA_03;2022-05-02;Bithynia leachi;72
KRW_PPA_03;2022-05-02;Bithynia tentaculata;10
KRW_PPA_03;2022-05-02;Cloeon dipterum;29
KRW_PPA_03;2022-05-02;Culiseta annulata;3
KRW_PPA_03;2022-05-02;Cybister lateralimarginalis;1
KRW_PPA_03;2022-05-02;Dicrotendipes nervosus;2
KRW_PPA_03;2022-05-02;Gammarus pulex;1
KRW_PPA_03;2022-05-02;Gerris argentatus;1
KRW_PPA_03;2022-05-02;Glossiphonia complanata;1
KRW_PPA_03;2022-05-02;Glyptotendipes paripes;6
KRW_PPA_03;2022-05-02;Graphoderus cinereus;1
KRW_PPA_03;2022-05-02;Guttipelopia guttipennis;2
KRW_PPA_03;2022-05-02;Gyraulus albus;4
KRW_PPA_03;2022-05-02;Gyraulus crista;4
KRW_PPA_03;2022-05-02;Helobdella stagnalis;30
KRW_PPA_03;2022-05-02;Hippeutis complanatus;29
KRW_PPA_03;2022-05-02;Hydroporus palustris;4
KRW_PPA_03;2022-05-02;Hydrovatus cuspidatus;8
KRW_PPA_03;2022-05-02;Hyphydrus ovatus;6
KRW_PPA_03;2022-05-02;Limnephilus decipiens;2
KRW_PPA_03;2022-05-02;Limnephilus flavicornis;2
KRW_PPA_03;2022-05-02;Limnephilus lunatus;4
KRW_PPA_03;2022-05-02;Limnodrilus hoffmeisteri;9
KRW_PPA_03;2022-05-02;Limnoxenus niger;1
KRW_PPA_03;2022-05-02;Lumbriculus variegatus;6
KRW_PPA_03;2022-05-02;Musculium lacustre;3
KRW_PPA_03;2022-05-02;Neomysis integer;1
KRW_PPA_03;2022-05-02;Neumania deltoides;11
KRW_PPA_03;2022-05-02;Noterus clavicornis;4
KRW_PPA_03;2022-05-02;Noterus crassicornis;7
KRW_PPA_03;2022-05-02;Odontomyia tigrina;1
KRW_PPA_03;2022-05-02;Parachironomus gracilior;2
KRW_PPA_03;2022-05-02;Physella acuta;2
KRW_PPA_03;2022-05-02;Piona alpicola;22
KRW_PPA_03;2022-05-02;Piona coccinea;28
KRW_PPA_03;2022-05-02;Piona conglobata;3
KRW_PPA_03;2022-05-02;Piona imminuta;110
KRW_PPA_03;2022-05-02;Piona neumani;45
KRW_PPA_03;2022-05-02;Piona variabilis;6
KRW_PPA_03;2022-05-02;Planorbarius corneus;2
KRW_PPA_03;2022-05-02;Proasellus coxalis;60
KRW_PPA_03;2022-05-02;Psammoryctides barbatus;9
KRW_PPA_03;2022-05-02;Psectrotanypus varius;2
KRW_PPA_03;2022-05-02;Quistadrilus multisetosus;4
KRW_PPA_03;2022-05-02;Sigara striata;30
KRW_PPA_03;2022-05-02;Spercheus emarginatus;2
KRW_PPA_03;2022-05-02;Stylaria lacustris;317
KRW_PPA_03;2022-05-02;Synendotendipes dispar;2
KRW_PPA_03;2022-05-02;Tanypus kraatzi;2
KRW_PPA_03;2022-05-02;Theromyzon tessulatum;1
KRW_PPA_03;2022-05-02;Unionicola crassipes;6
KRW_PPA_03;2022-05-02;Valvata cristata;13
KRW_PPA_03;2022-05-02;Valvata piscinalis;29
KRW_PPA_04;2022-05-02;Acroloxus lacustris;6
KRW_PPA_04;2022-05-02;Alboglossiphonia heteroclita;51
KRW_PPA_04;2022-05-02;Alboglossiphonia hyalina;6
KRW_PPA_04;2022-05-02;Arrenurus crassicaudatus;3
KRW_PPA_04;2022-05-02;Asellus aquaticus;153
KRW_PPA_04;2022-05-02;Bithynia leachi;5
KRW_PPA_04;2022-05-02;Bithynia tentaculata;6
KRW_PPA_04;2022-05-02;Cloeon dipterum;172
KRW_PPA_04;2022-05-02;Erpobdella octoculata;3
KRW_PPA_04;2022-05-02;Glossiphonia complanata;15
KRW_PPA_04;2022-05-02;Glossiphonia concolor;3
KRW_PPA_04;2022-05-02;Glyptotendipes paripes;4
KRW_PPA_04;2022-05-02;Gyraulus albus;6
KRW_PPA_04;2022-05-02;Helobdella stagnalis;69
KRW_PPA_04;2022-05-02;Hemiclepsis marginata;3
KRW_PPA_04;2022-05-02;Hippeutis complanatus;24
KRW_PPA_04;2022-05-02;Hydroporus palustris;1
KRW_PPA_04;2022-05-02;Hydrovatus cuspidatus;1
KRW_PPA_04;2022-05-02;Hygrotus inaequalis;1
KRW_PPA_04;2022-05-02;Hyphydrus ovatus;8
KRW_PPA_04;2022-05-02;Ilyocoris cimicoides;2
KRW_PPA_04;2022-05-02;Limnephilus decipiens;3
KRW_PPA_04;2022-05-02;Limnephilus lunatus;4
KRW_PPA_04;2022-05-02;Musculium lacustre;2
KRW_PPA_04;2022-05-02;Noterus clavicornis;1
KRW_PPA_04;2022-05-02;Parachironomus gracilior;2
KRW_PPA_04;2022-05-02;Piona alpicola;14
KRW_PPA_04;2022-05-02;Piona coccinea;11
KRW_PPA_04;2022-05-02;Piona imminuta;177
KRW_PPA_04;2022-05-02;Piona neumani;14
KRW_PPA_04;2022-05-02;Piona nodata;9
KRW_PPA_04;2022-05-02;Piona variabilis;17
KRW_PPA_04;2022-05-02;Planorbarius corneus;2
KRW_PPA_04;2022-05-02;Potamothrix hammoniensis;10
KRW_PPA_04;2022-05-02;Potamothrix heuscheri;5
KRW_PPA_04;2022-05-02;Proasellus coxalis;13
KRW_PPA_04;2022-05-02;Psectrotanypus varius;2
KRW_PPA_04;2022-05-02;Quistadrilus multisetosus;10
KRW_PPA_04;2022-05-02;Rhynchelmis tetratheca;5
KRW_PPA_04;2022-05-02;Sigara falleni;10
KRW_PPA_04;2022-05-02;Sigara lateralis;1
KRW_PPA_04;2022-05-02;Sigara striata;26
KRW_PPA_04;2022-05-02;Stylaria lacustris;517
KRW_PPA_04;2022-05-02;Tanypus kraatzi;2
KRW_PPA_04;2022-05-02;Theromyzon tessulatum;6
KRW_PPA_04;2022-05-02;Tiphys ornatus;6
KRW_PPA_04;2022-05-02;Tubifex tubifex;5
KRW_PPA_04;2022-05-02;Valvata cristata;20
KRW_PPA_04;2022-05-02;Valvata piscinalis;37
KRW_PPA_04;2022-05-02;Viviparus viviparus;2
S_0656;2022-05-02;Ablabesmyia phatta;3
S_0656;2022-05-02;Acroloxus lacustris;8
S_0656;2022-05-02;Agraylea sexmaculata;1
S_0656;2022-05-02;Anisus vortex;8
S_0656;2022-05-02;Anisus vorticulus;3
S_0656;2022-05-02;Arrenurus crassicaudatus;7
S_0656;2022-05-02;Arrenurus cuspidator;2
S_0656;2022-05-02;Arrenurus globator;49
S_0656;2022-05-02;Arrenurus latus;27
S_0656;2022-05-02;Arrenurus sinuator;17
S_0656;2022-05-02;Asellus aquaticus;15
S_0656;2022-05-02;Bithynia leachi;141
S_0656;2022-05-02;Caenis robusta;15
S_0656;2022-05-02;Ceraclea senilis;3
S_0656;2022-05-02;Chironomus nuditarsis;2
S_0656;2022-05-02;Clinotanypus nervosus;20
S_0656;2022-05-02;Cloeon dipterum;125
S_0656;2022-05-02;Dendrocoelum lacteum;1
S_0656;2022-05-02;Dero obtusa;1
S_0656;2022-05-02;Endochironomus tendens;8
S_0656;2022-05-02;Erpobdella octoculata;3
S_0656;2022-05-02;Gammarus tigrinus;25
S_0656;2022-05-02;Gyraulus albus;5
S_0656;2022-05-02;Haliplus heydeni;1
S_0656;2022-05-02;Helophorus brevipalpis;1
S_0656;2022-05-02;Hippeutis complanatus;34
S_0656;2022-05-02;Holocentropus picicornis;4
S_0656;2022-05-02;Hydrochoreutes krameri;2
S_0656;2022-05-02;Hydrovatus cuspidatus;3
S_0656;2022-05-02;Hygrobia hermanni;2
S_0656;2022-05-02;Hygrotus versicolor;1
S_0656;2022-05-02;Hyphydrus ovatus;1
S_0656;2022-05-02;Ilyocoris cimicoides;12
S_0656;2022-05-02;Ilyodrilus templetoni;1
S_0656;2022-05-02;Ischnura elegans;1
S_0656;2022-05-02;Laccophilus minutus;4
S_0656;2022-05-02;Limnesia undulata;7
S_0656;2022-05-02;Limnodrilus hoffmeisteri;2
S_0656;2022-05-02;Limnomysis benedeni;11
S_0656;2022-05-02;Micronecta scholtzi;4
S_0656;2022-05-02;Musculium lacustre;26
S_0656;2022-05-02;Nais christinae;1
S_0656;2022-05-02;Noterus clavicornis;9
S_0656;2022-05-02;Noterus crassicornis;1
S_0656;2022-05-02;Oecetis furva;2
S_0656;2022-05-02;Oecetis lacustris;1
S_0656;2022-05-02;Peltodytes caesus;4
S_0656;2022-05-02;Physella acuta;3
S_0656;2022-05-02;Piona coccinea;17
S_0656;2022-05-02;Piona conglobata;15
S_0656;2022-05-02;Piona neumani;2
S_0656;2022-05-02;Piona nodata;12
S_0656;2022-05-02;Piona pusilla;12
S_0656;2022-05-02;Piona variabilis;22
S_0656;2022-05-02;Pionopsis lutescens;22
S_0656;2022-05-02;Pisidium milium;3
S_0656;2022-05-02;Pisidium nitidum;13
S_0656;2022-05-02;Pisidium subtruncatum;8
S_0656;2022-05-02;Plea minutissima;51
S_0656;2022-05-02;Polycelis tenuis;1
S_0656;2022-05-02;Proasellus coxalis;5
S_0656;2022-05-02;Psammoryctides barbatus;1
S_0656;2022-05-02;Quistadrilus multisetosus;10
S_0656;2022-05-02;Sigara striata;116
S_0656;2022-05-02;Stylaria lacustris;35
S_0656;2022-05-02;Tanypus kraatzi;39
S_0656;2022-05-02;Tanypus punctipennis;2
S_0656;2022-05-02;Tanytarsus usmaensis;2
S_0656;2022-05-02;Tiphys ornatus;10
S_0656;2022-05-02;Triaenodes bicolor;12
S_0656;2022-05-02;Tubifex tubifex;1
S_0656;2022-05-02;Valvata cristata;39
S_0656;2022-05-02;Valvata piscinalis;29
S_0674;2022-05-02;Anisus vortex;7
S_0674;2022-05-02;Arrenurus claviger;7
S_0674;2022-05-02;Arrenurus cuspidator;6
S_0674;2022-05-02;Arrenurus globator;12
S_0674;2022-05-02;Arrenurus latus;1
S_0674;2022-05-02;Arrenurus securiformis;1
S_0674;2022-05-02;Asellus aquaticus;32
S_0674;2022-05-02;Athripsodes aterrimus;1
S_0674;2022-05-02;Bithynia tentaculata;7
S_0674;2022-05-02;Caenis horaria;5
S_0674;2022-05-02;Clinotanypus nervosus;1
S_0674;2022-05-02;Cymatia coleoptrata;6
S_0674;2022-05-02;Endochironomus tendens;5
S_0674;2022-05-02;Glyptotendipes cauliginellus;1
S_0674;2022-05-02;Glyptotendipes scirpi;1
S_0674;2022-05-02;Graptodytes pictus;4
S_0674;2022-05-02;Guttipelopia guttipennis;2
S_0674;2022-05-02;Gyraulus albus;34
S_0674;2022-05-02;Haliplus ruficollis;1
S_0674;2022-05-02;Helophorus grandis;1
S_0674;2022-05-02;Hippeutis complanatus;1
S_0674;2022-05-02;Hydrodroma pilosa;1
S_0674;2022-05-02;Hyphydrus ovatus;1
S_0674;2022-05-02;Ilyocoris cimicoides;1
S_0674;2022-05-02;Ilyodrilus templetoni;2
S_0674;2022-05-02;Ischnura elegans;3
S_0674;2022-05-02;Laccophilus minutus;1
S_0674;2022-05-02;Limnephilus lunatus;1
S_0674;2022-05-02;Limnesia fulgida;4
S_0674;2022-05-02;Musculium lacustre;11
S_0674;2022-05-02;Neumania vernalis;1
S_0674;2022-05-02;Noterus crassicornis;7
S_0674;2022-05-02;Notonecta glauca;1
S_0674;2022-05-02;Paramerina cingulata;3
S_0674;2022-05-02;Phaenopsectra flavipes;4
S_0674;2022-05-02;Pisidium milium;11
S_0674;2022-05-02;Pisidium nitidum;18
S_0674;2022-05-02;Pisidium subtruncatum;12
S_0674;2022-05-02;Plea minutissima;5
S_0674;2022-05-02;Polypedilum arundineti;1
S_0674;2022-05-02;Polypedilum cultellatum;4
S_0674;2022-05-02;Potamothrix bedoti;1
S_0674;2022-05-02;Psectrotanypus varius;8
S_0674;2022-05-02;Sialis lutaria;5
S_0674;2022-05-02;Sigara striata;3
S_0674;2022-05-02;Stylaria lacustris;1
S_0674;2022-05-02;Theromyzon tessulatum;1
S_0674;2022-05-02;Triaenodes bicolor;60
